Hostname,Location,Date,Time,Temp,Hum,Press,Alt,SM1_T,SM1_M,SM2_T,SM2_M
heron,BCP_Nootsie,2022-11-01,00:00:03,20.7353515625,47.72724352305044,999.0289553825728,166.64969691445003,23.88699448002,326,22.618257440580003,338
heron,BCP_Nootsie,2022-11-01,00:10:02,20.7505859375,48.02010855486917,998.6112273950727,170.33430295901582,23.462754619680002,325,23.25174095106,337
heron,BCP_Nootsie,2022-11-01,00:20:03,20.7658203125,48.45635183866669,998.8898300980172,167.69013347651716,24.1057443501,324,22.93499919582,338
heron,BCP_Nootsie,2022-11-01,00:30:02,20.7607421875,49.140511228354484,998.986916127386,167.12362217902353,23.780945959020002,326,22.93499919582,337
heron,BCP_Nootsie,2022-11-01,00:40:03,20.776171875,48.85417187016453,998.9212650557762,167.52943141622856,23.462754619680002,325,22.83157518498,338
heron,BCP_Nootsie,2022-11-01,00:50:02,20.7658203125,48.83737493467971,998.6211106328324,170.17597858968338,23.780945959020002,325,22.51483342974,337
heron,BCP_Nootsie,2022-11-01,01:00:03,20.786328125,49.05271351600104,998.1365785710624,174.07492481827956,23.780945959020002,326,23.148316940220003,338
heron,BCP_Nootsie,2022-11-01,01:10:02,20.776171875,49.367105834304795,997.86749574138,176.28838455961701,23.9930582598,327,23.148316940220003,338
heron,BCP_Nootsie,2022-11-01,01:20:02,20.786328125,49.62090594967688,997.9345765127936,175.82061603774838,23.88699448002,324,23.03842320666,337
heron,BCP_Nootsie,2022-11-01,01:30:03,20.786328125,49.79784424157567,997.9356946748075,175.93401258998992,23.9930582598,326,23.148316940220003,337
heron,BCP_Nootsie,2022-11-01,01:40:02,20.796484375,49.70430878124269,997.8708763680193,176.7157999976639,23.88699448002,325,22.83157518498,338
heron,BCP_Nootsie,2022-11-01,01:50:03,20.776171875,50.03453778170247,997.8402796074587,176.51279801804566,23.88699448002,326,22.93499919582,339
heron,BCP_Nootsie,2022-11-01,02:00:02,20.7708984375,50.266495407379246,997.2951724518375,181.43032552453468,23.780945959020002,326,22.83157518498,338
heron,BCP_Nootsie,2022-11-01,02:10:03,20.7708984375,50.29380114250867,997.5089510878502,179.25833419587477,23.88699448002,327,22.93499919582,338
heron,BCP_Nootsie,2022-11-01,02:20:02,20.7658203125,50.17231266993897,997.528323624731,179.14249523206274,23.780945959020002,326,23.148316940220003,338
heron,BCP_Nootsie,2022-11-01,02:30:03,20.7505859375,50.00656019430888,996.9338468625922,184.58839947825848,23.462754619680002,325,22.618257440580003,338
heron,BCP_Nootsie,2022-11-01,02:40:02,20.7505859375,49.840937055784075,997.134442548836,183.16260337339835,23.56881839946,328,23.03842320666,338
heron,BCP_Nootsie,2022-11-01,02:50:03,20.730078125,49.735735612860175,997.5765935096092,179.05980075074947,23.67488217924,324,22.93499919582,338
heron,BCP_Nootsie,2022-11-01,03:00:02,20.8015625,49.510943314054785,996.9374664018796,184.08753811874402,23.88699448002,325,22.83157518498,337
heron,BCP_Nootsie,2022-11-01,03:10:02,20.689453125,49.392692247614434,996.38218044233,188.71842888131326,23.25062706012,325,22.93499919582,338
heron,BCP_Nootsie,2022-11-01,03:20:02,20.6638671875,49.45850835537627,996.7409362044544,185.93042114736915,23.88699448002,325,22.83157518498,337
heron,BCP_Nootsie,2022-11-01,03:30:02,20.6537109375,49.58512535936292,996.8368685802833,185.3155677022235,23.780945959020002,327,22.93499919582,338
heron,BCP_Nootsie,2022-11-01,03:40:03,20.6537109375,49.35884088926675,996.965066892768,183.9989210864017,23.462754619680002,327,22.83157518498,338
heron,BCP_Nootsie,2022-11-01,03:50:02,20.6435546875,49.71737601611843,997.3936932101116,180.09453058533288,23.67488217924,325,22.72168145142,337
heron,BCP_Nootsie,2022-11-01,04:00:03,20.7505859375,49.912258859781524,997.4677278301199,179.78502737545452,23.67488217924,325,22.83157518498,337
heron,BCP_Nootsie,2022-11-01,04:10:02,20.6435546875,50.24077696282666,997.6949479302115,178.17359078390956,23.67488217924,326,22.618257440580003,339
heron,BCP_Nootsie,2022-11-01,04:20:03,20.6587890625,50.13129010966148,997.7507620730887,177.78861063722738,23.9930582598,326,23.03842320666,338
heron,BCP_Nootsie,2022-11-01,04:30:02,20.6740234375,50.47913484505812,997.719650632711,177.9375140456309,23.67488217924,324,22.72168145142,338
heron,BCP_Nootsie,2022-11-01,04:40:03,20.7353515625,50.965833896411134,997.7398352516705,177.37518538814942,23.780945959020002,324,23.148316940220003,338
heron,BCP_Nootsie,2022-11-01,04:50:02,20.786328125,51.22081020614714,997.5791065736634,179.13554907195063,23.780945959020002,324,23.03842320666,338
heron,BCP_Nootsie,2022-11-01,05:00:03,20.806640625,50.63661646567071,998.0327664196654,174.80936331386107,24.42393568944,325,22.72168145142,337
heron,BCP_Nootsie,2022-11-01,05:10:02,20.79140625,50.283448500620366,998.1699650374536,173.66841239263124,23.9930582598,324,22.72168145142,338
heron,BCP_Nootsie,2022-11-01,05:20:02,20.786328125,50.66391728356911,998.1191828166503,174.07940475226997,23.56881839946,323,23.03842320666,338
heron,BCP_Nootsie,2022-11-01,05:30:02,20.78125,50.52036888908332,997.9898448779089,175.324267881269,23.56881839946,326,23.03842320666,338
heron,BCP_Nootsie,2022-11-01,05:40:02,20.78125,50.75202689963154,998.1180616738042,174.23292891316888,23.9930582598,324,22.93499919582,338
heron,BCP_Nootsie,2022-11-01,05:50:03,20.8015625,50.9399749890139,997.9185780478334,175.9479401143753,23.88699448002,326,23.148316940220003,338
heron,BCP_Nootsie,2022-11-01,06:00:02,20.81171875,51.03953695294369,997.8992110051039,175.89379720026724,23.9930582598,325,23.36163468462,339
heron,BCP_Nootsie,2022-11-01,06:10:03,20.796484375,50.72500886822045,997.9283954459133,175.91258130720612,24.1057443501,325,23.03842320666,339
heron,BCP_Nootsie,2022-11-01,06:20:02,20.7658203125,50.7074782654467,997.825695975654,176.7348226437117,23.780945959020002,326,23.03842320666,339
heron,BCP_Nootsie,2022-11-01,06:30:02,20.7658203125,50.88933841225435,997.7603308433472,177.24275365561945,23.67488217924,325,23.46505869546,339
heron,BCP_Nootsie,2022-11-01,06:40:02,20.796484375,51.27044229402111,997.888277100781,176.33544919489088,23.780945959020002,326,22.93499919582,337
heron,BCP_Nootsie,2022-11-01,06:50:02,20.796484375,50.669850663593245,998.0192991821422,174.96765888384476,23.67488217924,326,23.03842320666,337
heron,BCP_Nootsie,2022-11-01,07:00:02,20.78125,50.3878497357306,998.0103271666547,175.26544468220504,23.9930582598,325,23.25174095106,337
heron,BCP_Nootsie,2022-11-01,07:10:03,20.7505859375,50.34276708773438,998.0459306061686,174.80002869256856,23.780945959020002,325,23.03842320666,339
heron,BCP_Nootsie,2022-11-01,07:20:02,20.719921875,50.37007326213995,997.9791314415352,175.3600787426663,23.67488217924,327,22.83157518498,338
heron,BCP_Nootsie,2022-11-01,07:30:03,20.69453125,50.248052738150164,998.0879755642859,174.42943918350005,23.67488217924,326,23.148316940220003,339
heron,BCP_Nootsie,2022-11-01,07:40:02,20.689453125,50.16492051155087,998.1811062729327,173.71384938253883,23.462754619680002,325,22.83157518498,340
heron,BCP_Nootsie,2022-11-01,07:50:03,20.689453125,50.15940521809781,998.3426864442746,172.2426377833885,23.88699448002,325,22.72168145142,338
heron,BCP_Nootsie,2022-11-01,08:00:02,20.6841796875,50.58391277075347,998.4490002106222,171.72823347748317,23.462754619680002,326,22.83157518498,338
heron,BCP_Nootsie,2022-11-01,08:10:03,20.71484375,50.70593524908036,998.8462609947273,168.3280858573656,23.88699448002,325,22.93499919582,339
heron,BCP_Nootsie,2022-11-01,08:20:02,20.7353515625,50.5745541227655,999.0340052289395,166.62564551533845,23.9930582598,325,23.36163468462,338
heron,BCP_Nootsie,2022-11-01,08:30:03,20.8322265625,50.43321136602518,999.2002478111822,165.12352081150271,24.1057443501,328,23.46505869546,338
heron,BCP_Nootsie,2022-11-01,08:40:02,20.90859375,50.474157927615046,999.4095047701805,163.37542902933637,23.9930582598,326,23.148316940220003,337
heron,BCP_Nootsie,2022-11-01,08:50:02,20.9953125,50.388333629190534,999.5272643449159,162.1230364897537,24.42393568944,325,23.46505869546,337
heron,BCP_Nootsie,2022-11-01,09:00:03,21.0923828125,50.71092379264263,999.6776139871687,160.78806105760373,24.21180812988,326,23.67190671714,338
heron,BCP_Nootsie,2022-11-01,09:10:02,21.2197265625,50.482244571285186,999.8165214640746,160.1089995975595,24.42393568944,326,24.09207248322,338
heron,BCP_Nootsie,2022-11-01,09:20:03,21.321875,50.25841164859792,999.9300921099939,158.9630304441117,24.7487493393,325,24.40881423846,339
heron,BCP_Nootsie,2022-11-01,09:30:02,21.3830078125,50.128111423033076,1000.1877265256269,156.63934064005178,24.42393568944,326,23.98864847238,338
